paper_id,title,abstract,category,year
731,Benchmarking Robustness in Experimental Physics Analysis,"We study calibration curve for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses instrument drift, robustness, and uncertainty on NIMA style tasks. Several experiments also touch on neighboring themes such as Hamiltonian system and event reconstruction, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2020
732,A Comparative Study of Event Reconstruction for Scientific Workflows,"We study event reconstruction for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses posterior intervals, benchmark, and robustness on JINST style tasks. Several experiments also touch on neighboring themes such as object detection and document retrieval, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2021
733,Experimental Signal Denoising for Experimental Physics Analysis Study 65,"We study instrument drift for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses detector response, uncertainty, and ablation on PhysRevD style tasks. Several experiments also touch on neighboring themes such as numerical stability and image segmentation, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2022
734,Detector Calibration Pipelines: Posterior Intervals and Optimization,"We study posterior intervals for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses measurement noise, robustness, and scientific workflow on NIMA style tasks. Several experiments also touch on neighboring themes such as image segmentation and optimization, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2023
735,Benchmarking Benchmark in Experimental Physics Analysis,"We study detector response for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses calibration curve, benchmark, and benchmark on JINST style tasks. Several experiments also touch on neighboring themes such as simulation grid and simulation grid, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2024
736,A Comparative Study of Measurement Noise for Scientific Workflows,"We study measurement noise for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses event reconstruction, uncertainty, and dataset on PhysRevD style tasks. Several experiments also touch on neighboring themes such as microscopy and event reconstruction, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2025
737,Sensor Drift Analysis for Experimental Physics Analysis Study 69,"We study calibration curve for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses instrument drift, robustness, and generalization on NIMA style tasks. Several experiments also touch on neighboring themes such as Hamiltonian system and document retrieval, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2020
738,Experimental Signal Denoising: Event Reconstruction and Image Segmentation,"We study event reconstruction for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses posterior intervals, benchmark, and embedding model on JINST style tasks. Several experiments also touch on neighboring themes such as object detection and image segmentation, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2021
739,Benchmarking Uncertainty in Experimental Physics Analysis,"We study instrument drift for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses detector response, uncertainty, and evaluation on PhysRevD style tasks. Several experiments also touch on neighboring themes such as numerical stability and optimization, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2022
740,A Comparative Study of Posterior Intervals for Scientific Workflows,"We study posterior intervals for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses measurement noise, robustness, and transfer learning on NIMA style tasks. Several experiments also touch on neighboring themes such as image segmentation and simulation grid, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2023
741,Bayesian Measurement Uncertainty for Experimental Physics Analysis Study 73,"We study detector response for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses calibration curve, benchmark, and uncertainty on JINST style tasks. Several experiments also touch on neighboring themes such as simulation grid and event reconstruction, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2024
742,Sensor Drift Analysis: Measurement Noise and Document Retrieval,"We study measurement noise for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses event reconstruction, uncertainty, and robustness on PhysRevD style tasks. Several experiments also touch on neighboring themes such as microscopy and document retrieval, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2025
743,Benchmarking Robustness in Experimental Physics Analysis,"We study calibration curve for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses instrument drift, robustness, and ablation on NIMA style tasks. Several experiments also touch on neighboring themes such as Hamiltonian system and image segmentation, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2020
744,A Comparative Study of Event Reconstruction for Scientific Workflows,"We study event reconstruction for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses posterior intervals, benchmark, and scientific workflow on JINST style tasks. Several experiments also touch on neighboring themes such as object detection and optimization, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2021
745,High-Energy Event Reconstruction for Experimental Physics Analysis Study 77,"We study instrument drift for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses detector response, uncertainty, and benchmark on PhysRevD style tasks. Several experiments also touch on neighboring themes such as numerical stability and simulation grid, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2022
746,Bayesian Measurement Uncertainty: Posterior Intervals and Event Reconstruction,"We study posterior intervals for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses measurement noise, robustness, and dataset on NIMA style tasks. Several experiments also touch on neighboring themes such as image segmentation and event reconstruction, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2023
747,Benchmarking Benchmark in Experimental Physics Analysis,"We study detector response for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses calibration curve, benchmark, and generalization on JINST style tasks. Several experiments also touch on neighboring themes such as simulation grid and document retrieval, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2024
748,A Comparative Study of Measurement Noise for Scientific Workflows,"We study measurement noise for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses event reconstruction, uncertainty, and embedding model on PhysRevD style tasks. Several experiments also touch on neighboring themes such as microscopy and image segmentation, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2025
749,Detector Calibration Pipelines for Experimental Physics Analysis Study 81,"We study calibration curve for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses instrument drift, robustness, and evaluation on NIMA style tasks. Several experiments also touch on neighboring themes such as Hamiltonian system and optimization, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2020
750,High-Energy Event Reconstruction: Event Reconstruction and Simulation Grid,"We study event reconstruction for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses posterior intervals, benchmark, and transfer learning on JINST style tasks. Several experiments also touch on neighboring themes such as object detection and simulation grid, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2021
751,Benchmarking Uncertainty in Experimental Physics Analysis,"We study instrument drift for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses detector response, uncertainty, and uncertainty on PhysRevD style tasks. Several experiments also touch on neighboring themes such as numerical stability and event reconstruction, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2022
752,A Comparative Study of Posterior Intervals for Scientific Workflows,"We study posterior intervals for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses measurement noise, robustness, and robustness on NIMA style tasks. Several experiments also touch on neighboring themes such as image segmentation and document retrieval, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2023
753,Experimental Signal Denoising for Experimental Physics Analysis Study 85,"We study detector response for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses calibration curve, benchmark, and ablation on JINST style tasks. Several experiments also touch on neighboring themes such as simulation grid and image segmentation, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2024
754,Detector Calibration Pipelines: Measurement Noise and Optimization,"We study measurement noise for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses event reconstruction, uncertainty, and scientific workflow on PhysRevD style tasks. Several experiments also touch on neighboring themes such as microscopy and optimization, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2025
755,Benchmarking Robustness in Experimental Physics Analysis,"We study calibration curve for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses instrument drift, robustness, and benchmark on NIMA style tasks. Several experiments also touch on neighboring themes such as Hamiltonian system and simulation grid, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2020
756,A Comparative Study of Event Reconstruction for Scientific Workflows,"We study event reconstruction for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses posterior intervals, benchmark, and dataset on JINST style tasks. Several experiments also touch on neighboring themes such as object detection and event reconstruction, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2021
757,Sensor Drift Analysis for Experimental Physics Analysis Study 89,"We study instrument drift for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses detector response, uncertainty, and generalization on PhysRevD style tasks. Several experiments also touch on neighboring themes such as numerical stability and document retrieval, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2022
758,Experimental Signal Denoising: Posterior Intervals and Image Segmentation,"We study posterior intervals for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses measurement noise, robustness, and embedding model on NIMA style tasks. Several experiments also touch on neighboring themes such as image segmentation and image segmentation, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2023
759,Benchmarking Benchmark in Experimental Physics Analysis,"We study detector response for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses calibration curve, benchmark, and evaluation on JINST style tasks. Several experiments also touch on neighboring themes such as simulation grid and optimization, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2024
760,A Comparative Study of Measurement Noise for Scientific Workflows,"We study measurement noise for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses event reconstruction, uncertainty, and transfer learning on PhysRevD style tasks. Several experiments also touch on neighboring themes such as microscopy and simulation grid, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2025
761,Bayesian Measurement Uncertainty for Experimental Physics Analysis Study 93,"We study calibration curve for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses instrument drift, robustness, and uncertainty on NIMA style tasks. Several experiments also touch on neighboring themes such as Hamiltonian system and event reconstruction, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2020
762,Sensor Drift Analysis: Event Reconstruction and Document Retrieval,"We study event reconstruction for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses posterior intervals, benchmark, and robustness on JINST style tasks. Several experiments also touch on neighboring themes such as object detection and document retrieval, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2021
763,Benchmarking Uncertainty in Experimental Physics Analysis,"We study instrument drift for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses detector response, uncertainty, and ablation on PhysRevD style tasks. Several experiments also touch on neighboring themes such as numerical stability and image segmentation, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2022
764,A Comparative Study of Posterior Intervals for Scientific Workflows,"We study posterior intervals for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses measurement noise, robustness, and scientific workflow on NIMA style tasks. Several experiments also touch on neighboring themes such as image segmentation and optimization, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2023
765,High-Energy Event Reconstruction for Experimental Physics Analysis Study 97,"We study detector response for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses calibration curve, benchmark, and benchmark on JINST style tasks. Several experiments also touch on neighboring themes such as simulation grid and simulation grid, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2024
766,Bayesian Measurement Uncertainty: Measurement Noise and Event Reconstruction,"We study measurement noise for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses event reconstruction, uncertainty, and dataset on PhysRevD style tasks. Several experiments also touch on neighboring themes such as microscopy and event reconstruction, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2025
767,Benchmarking Robustness in Experimental Physics Analysis,"We study calibration curve for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses instrument drift, robustness, and generalization on NIMA style tasks. Several experiments also touch on neighboring themes such as Hamiltonian system and document retrieval, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2020
768,A Comparative Study of Event Reconstruction for Scientific Workflows,"We study event reconstruction for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses posterior intervals, benchmark, and embedding model on JINST style tasks. Several experiments also touch on neighboring themes such as object detection and image segmentation, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2021
769,Detector Calibration Pipelines for Experimental Physics Analysis Study 101,"We study instrument drift for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses detector response, uncertainty, and evaluation on PhysRevD style tasks. Several experiments also touch on neighboring themes such as numerical stability and optimization, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2022
770,High-Energy Event Reconstruction: Posterior Intervals and Simulation Grid,"We study posterior intervals for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses measurement noise, robustness, and transfer learning on NIMA style tasks. Several experiments also touch on neighboring themes such as image segmentation and simulation grid, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2023
771,Benchmarking Benchmark in Experimental Physics Analysis,"We study detector response for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses calibration curve, benchmark, and uncertainty on JINST style tasks. Several experiments also touch on neighboring themes such as simulation grid and event reconstruction, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2024
772,A Comparative Study of Measurement Noise for Scientific Workflows,"We study measurement noise for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses event reconstruction, uncertainty, and robustness on PhysRevD style tasks. Several experiments also touch on neighboring themes such as microscopy and document retrieval, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2025
773,Experimental Signal Denoising for Experimental Physics Analysis Study 105,"We study calibration curve for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses instrument drift, robustness, and ablation on NIMA style tasks. Several experiments also touch on neighboring themes such as Hamiltonian system and image segmentation, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2020
774,Detector Calibration Pipelines: Event Reconstruction and Optimization,"We study event reconstruction for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses posterior intervals, benchmark, and scientific workflow on JINST style tasks. Several experiments also touch on neighboring themes such as object detection and optimization, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2021
775,Benchmarking Uncertainty in Experimental Physics Analysis,"We study instrument drift for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses detector response, uncertainty, and benchmark on PhysRevD style tasks. Several experiments also touch on neighboring themes such as numerical stability and simulation grid, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2022
776,A Comparative Study of Posterior Intervals for Scientific Workflows,"We study posterior intervals for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses measurement noise, robustness, and dataset on NIMA style tasks. Several experiments also touch on neighboring themes such as image segmentation and event reconstruction, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2023
777,Sensor Drift Analysis for Experimental Physics Analysis Study 109,"We study detector response for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses calibration curve, benchmark, and generalization on JINST style tasks. Several experiments also touch on neighboring themes such as simulation grid and document retrieval, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2024
778,Experimental Signal Denoising: Measurement Noise and Image Segmentation,"We study measurement noise for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses event reconstruction, uncertainty, and embedding model on PhysRevD style tasks. Several experiments also touch on neighboring themes such as microscopy and image segmentation, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2025
779,Benchmarking Robustness in Experimental Physics Analysis,"We study calibration curve for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses instrument drift, robustness, and evaluation on NIMA style tasks. Several experiments also touch on neighboring themes such as Hamiltonian system and optimization, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2020
780,A Comparative Study of Event Reconstruction for Scientific Workflows,"We study event reconstruction for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses posterior intervals, benchmark, and transfer learning on JINST style tasks. Several experiments also touch on neighboring themes such as object detection and simulation grid, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2021
781,Bayesian Measurement Uncertainty for Experimental Physics Analysis Study 113,"We study instrument drift for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses detector response, uncertainty, and uncertainty on PhysRevD style tasks. Several experiments also touch on neighboring themes such as numerical stability and event reconstruction, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2022
782,Sensor Drift Analysis: Posterior Intervals and Document Retrieval,"We study posterior intervals for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses measurement noise, robustness, and robustness on NIMA style tasks. Several experiments also touch on neighboring themes such as image segmentation and document retrieval, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2023
783,Benchmarking Benchmark in Experimental Physics Analysis,"We study detector response for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses calibration curve, benchmark, and ablation on JINST style tasks. Several experiments also touch on neighboring themes such as simulation grid and image segmentation, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2024
784,A Comparative Study of Measurement Noise for Scientific Workflows,"We study measurement noise for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses event reconstruction, uncertainty, and scientific workflow on PhysRevD style tasks. Several experiments also touch on neighboring themes such as microscopy and optimization, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2025
785,High-Energy Event Reconstruction for Experimental Physics Analysis Study 117,"We study calibration curve for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses instrument drift, robustness, and benchmark on NIMA style tasks. Several experiments also touch on neighboring themes such as Hamiltonian system and simulation grid, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2020
786,Bayesian Measurement Uncertainty: Event Reconstruction and Event Reconstruction,"We study event reconstruction for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses posterior intervals, benchmark, and dataset on JINST style tasks. Several experiments also touch on neighboring themes such as object detection and event reconstruction, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2021
787,Benchmarking Uncertainty in Experimental Physics Analysis,"We study instrument drift for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses detector response, uncertainty, and generalization on PhysRevD style tasks. Several experiments also touch on neighboring themes such as numerical stability and document retrieval, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2022
788,A Comparative Study of Posterior Intervals for Scientific Workflows,"We study posterior intervals for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses measurement noise, robustness, and embedding model on NIMA style tasks. Several experiments also touch on neighboring themes such as image segmentation and image segmentation, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2023
789,Detector Calibration Pipelines for Experimental Physics Analysis Study 121,"We study detector response for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses calibration curve, benchmark, and evaluation on JINST style tasks. Several experiments also touch on neighboring themes such as simulation grid and optimization, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2024
790,High-Energy Event Reconstruction: Measurement Noise and Simulation Grid,"We study measurement noise for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses event reconstruction, uncertainty, and transfer learning on PhysRevD style tasks. Several experiments also touch on neighboring themes such as microscopy and simulation grid, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2025
791,Benchmarking Robustness in Experimental Physics Analysis,"We study calibration curve for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses instrument drift, robustness, and uncertainty on NIMA style tasks. Several experiments also touch on neighboring themes such as Hamiltonian system and event reconstruction, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2020
792,A Comparative Study of Event Reconstruction for Scientific Workflows,"We study event reconstruction for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses posterior intervals, benchmark, and robustness on JINST style tasks. Several experiments also touch on neighboring themes such as object detection and document retrieval, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2021
793,Experimental Signal Denoising for Experimental Physics Analysis Study 125,"We study instrument drift for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses detector response, uncertainty, and ablation on PhysRevD style tasks. Several experiments also touch on neighboring themes such as numerical stability and image segmentation, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2022
794,Detector Calibration Pipelines: Posterior Intervals and Optimization,"We study posterior intervals for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses measurement noise, robustness, and scientific workflow on NIMA style tasks. Several experiments also touch on neighboring themes such as image segmentation and optimization, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2023
795,Benchmarking Benchmark in Experimental Physics Analysis,"We study detector response for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses calibration curve, benchmark, and benchmark on JINST style tasks. Several experiments also touch on neighboring themes such as simulation grid and simulation grid, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2024
796,A Comparative Study of Measurement Noise for Scientific Workflows,"We study measurement noise for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses event reconstruction, uncertainty, and dataset on PhysRevD style tasks. Several experiments also touch on neighboring themes such as microscopy and event reconstruction, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2025
797,Sensor Drift Analysis for Experimental Physics Analysis Study 129,"We study calibration curve for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses instrument drift, robustness, and generalization on NIMA style tasks. Several experiments also touch on neighboring themes such as Hamiltonian system and document retrieval, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2020
798,Experimental Signal Denoising: Event Reconstruction and Image Segmentation,"We study event reconstruction for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses posterior intervals, benchmark, and embedding model on JINST style tasks. Several experiments also touch on neighboring themes such as object detection and image segmentation, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2021
799,Benchmarking Uncertainty in Experimental Physics Analysis,"We study instrument drift for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses detector response, uncertainty, and evaluation on PhysRevD style tasks. Several experiments also touch on neighboring themes such as numerical stability and optimization, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2022
800,A Comparative Study of Posterior Intervals for Scientific Workflows,"We study posterior intervals for experimental physics analysis with comparisons against strong baselines and shared evaluation datasets. The paper discusses measurement noise, robustness, and transfer learning on NIMA style tasks. Several experiments also touch on neighboring themes such as image segmentation and simulation grid, making label boundaries partially overlapping rather than perfectly clean. Results highlight transfer, uncertainty, and practical deployment tradeoffs in scientific workflows.",physics.data-an,2023
